WifeAge,WifeEducation,HusbandEducation,StandardOfLiving,NumberOfChildren,WifeReligion,WifeWorking,MediaExposure,HusbandOccupation,ContraceptiveMethod
28.999992,3.999999,2.9999993,1.9999995,3.999999,0.99999976,0.0,0.0,2.9999993,0.99999976
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.999992,3.999999,3.999999,2.9999993,2.9999993,0.99999976,0.0,0.0,2.9999993,0.99999976
28.999994,3.9999993,3.9999993,3.9999993,2.9999995,0.9999998,0.9999998,0.0,2.9999995,1.9999996
28.999989,3.9999983,2.9999988,1.9999992,3.9999983,0.9999996,0.0,0.0,2.9999988,0.9999996
28.999992,1.9999995,3.999999,2.9999993,2.9999993,0.99999976,0.99999976,0.0,2.9999993,1.9999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.999992,1.9999995,3.999999,1.9999995,1.9999995,0.99999976,0.99999976,0.0,2.9999993,1.9999995
28.999994,2.9999995,3.9999993,1.9999996,2.9999995,0.9999998,0.9999998,0.0,2.9999995,1.9999996
28.999989,1.9999992,3.9999983,2.9999988,2.9999988,0.9999996,0.9999996,0.0,2.9999988,1.9999992
27.999992,3.999999,3.999999,3.999999,4.999999,0.99999976,0.0,0.0,2.9999993,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.999992,2.9999993,2.9999993,2.9999993,4.999999,0.99999976,0.99999976,0.0,2.9999993,0.0
29.999994,2.9999995,2.9999995,3.9999993,4.999999,0.9999998,0.0,0.0,2.9999995,0.0
27.999989,3.9999983,3.9999983,3.9999983,4.999998,0.9999996,0.0,0.0,2.9999988,0.0
32.999992,2.9999993,2.9999993,2.9999993,2.9999993,0.99999976,0.99999976,0.0,2.9999993,1.9999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.999992,3.999999,3.999999,2.9999993,2.9999993,0.99999976,0.99999976,0.0,2.9999993,0.99999976
32.999992,2.9999995,2.9999995,3.9999993,2.9999995,0.9999998,0.9999998,0.0,2.9999995,0.0
32.999985,2.9999988,2.9999988,2.9999988,2.9999988,0.9999996,0.9999996,0.0,2.9999988,1.9999992
21.999994,3.999999,3.999999,3.999999,0.99999976,0.99999976,0.0,0.0,1.9999995,1.9999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.999994,3.999999,3.999999,2.9999993,0.99999976,0.99999976,0.99999976,0.0,2.9999993,1.9999995
21.999996,3.9999993,3.9999993,2.9999995,0.9999998,0.9999998,0.9999998,0.0,1.9999996,1.9999996
21.99999,3.9999983,3.9999983,3.9999983,0.9999996,0.9999996,0.0,0.0,1.9999992,1.9999992
24.999994,0.99999976,1.9999995,2.9999993,2.9999993,0.99999976,0.99999976,0.0,1.9999995,1.9999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.999994,0.99999976,1.9999995,0.99999976,1.9999995,0.99999976,0.99999976,0.0,1.9999995,1.9999995
25.999996,0.9999998,1.9999996,1.9999996,2.9999995,0.9999998,0.0,0.0,2.9999995,1.9999996
24.99999,0.9999996,1.9999992,2.9999988,2.9999988,0.9999996,0.9999996,0.0,1.9999992,1.9999992
22.999994,1.9999995,3.999999,2.9999993,1.9999995,0.99999976,0.99999976,0.0,2.9999993,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.999994,1.9999995,3.999999,2.9999993,1.9999995,0.99999976,0.99999976,0.0,2.9999993,0.99999976
23.999996,2.9999995,3.9999993,2.9999995,1.9999996,0.9999998,0.9999998,0.0,2.9999995,1.9999996
22.99999,1.9999992,3.9999983,2.9999988,1.9999992,0.9999996,0.9999996,0.0,2.9999988,0.0
30.999992,3.999999,3.999999,3.999999,2.9999993,0.99999976,0.99999976,0.0,3.999999,1.9999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.999992,3.999999,3.999999,1.9999995,0.99999976,0.99999976,0.0,0.0,2.9999993,1.9999995
29.999994,3.9999993,3.9999993,2.9999995,1.9999996,0.0,0.0,0.0,2.9999995,1.9999996
30.999987,3.9999983,3.9999983,3.9999983,2.9999988,0.9999996,0.9999996,0.0,3.9999983,1.9999992
