,Dataset Name,Model,Student-T-test,KL divergence,PropensityScore,PredictRealOrSyn,Log Cluster Metric,Feature Correlations Difference,Cross-validation,F-1 score,Geometric Mean,Feature-consistency,EuclideanDistance_Mean,EuclideanDistance_Std,HausdorffDistance,CosineSimilarity
0,ContraceptiveMethods,NextConvGeN,2.3125865095585926e-05,0.0013723389272011386,0.04126868184252457,0.49439418474926383,-9.338412280302368,0.007589262824858957,0.0431155778894472,0.00536043336309544,0.0049280736982345585,0.020757065364444424,4.2867,1.2746,4.253,0.0065
1,ContraceptiveMethods,CTGAN,1.9536035240815856e-47,0.006180022015700042,0.14442169228947144,0.6287202846125478,-7.948194165693794,0.018771357985833168,0.14947738693467338,0.08906740444493527,0.06990768975508443,0.022040025979320865,4.3369,1.0914,3.8734,0.004
2,ContraceptiveMethods,CTABGAN,1.170565080991407e-07,0.2393534566759588,0.3393539342894965,0.8490136925475207,-2.297941660400428,0.01956248412843959,0.14446231155778888,0.1324811797431541,0.10773532335524483,0.015106332282836192,4.3682,0.9586,3.2599,0.0002
3,ContraceptiveMethods,CART,0.7795614145291784,0.002348036749990802,0.0337563310913135,0.5009639237184305,-7.666905820252622,0.010056053743798858,0.07227135678391955,0.07236469362637588,0.06899031476933115,0.016599162031493198,4.3048,1.2118,4.9105,0.0056
4,ContraceptiveMethods,DataSynth,0.08419304527400878,0.014343487234577727,0.08844268496593467,0.5426687132867938,-5.942034048279258,0.01379793762348274,0.09831658291457279,0.022974584622287186,0.022191477937552884,0.02001107050893555,4.2819,1.2905,3.8661,0.0065
5,ContraceptiveMethods,GReaT,8.626894538911194e-72,0.2626693594145564,0.367026720478568,0.8686740781699749,-2.193277988953335,0.019685579669397966,0.14842713567839194,0.08666951659920707,0.06032228895945685,0.019414511042080543,4.3691,0.9545,3.1566,-0.0001
6,ContraceptiveMethods,TabDDPM,0.39351949618068816,0.0015879898149473606,0.03742135933437328,0.48671097966456667,-9.018082387312743,0.007218650119701427,0.12936683417085426,0.11984479941443063,0.11243927167496959,0.017778370640925505,4.2936,1.251,1.5023,0.0061
7,HeartDisease,NextConvGeN,0.0001029884626776519,0.017739915909367125,0.14244309761151172,0.6058603697889412,-2.057230887942556,0.28863162642600126,0.023255813953488302,0.2012696954302794,0.254843172156553,0.025456109818857146,5.1603,1.1712,4.1861,0.0012
8,HeartDisease,CTGAN,0.002964593632679793,0.0077317800643535595,0.3545899540754293,0.8500297781633943,-6.808593549215382,0.09625064279678741,0.3312292358803987,0.08494838494838497,0.06535750044837729,0.031063203131134087,5.1929,1.0166,4.4588,0.001
9,HeartDisease,CTABGAN,0.007229825313180784,0.22548029374163678,0.3916579585835848,0.8978426409109364,-1.8205046475070266,0.08767471442647334,0.31262458471760796,0.1097944608582907,0.10485762467571991,0.03700769793505261,5.2121,0.9133,4.0904,-0.0001
10,HeartDisease,CART,0.3729128808024925,0.005741805589795456,0.0772157578003508,0.4965409094592306,-8.380963938121862,0.03431711221702068,0.0757475083056478,0.1097944608582907,0.10485762467571991,0.015749536370810453,5.1579,1.1816,4.6375,0.0019
11,HeartDisease,DataSynth,0.4495223137590291,0.022021773759732546,0.1458929652532695,0.6244094237553354,-5.986979150620998,0.09602063070580591,0.32192691029900333,0.19202958577337925,0.18799043770146023,0.020633024341011587,5.0822,1.4734,14.2767,0.0018
12,HeartDisease,GReaT,0.00026338058949514824,0.23429087613822663,0.4999768172998094,1.0,-1.3862943611198906,0.09068563193834095,0.30808416389811744,0.1097944608582907,0.10485762467571991,0.020891383439856415,5.2108,0.9207,4.1538,-0.0001
13,HeartDisease,TabDDPM,0.2552127943537878,0.00692501218522308,0.07743726066357409,0.5167826644353439,-7.4111454565966275,0.12818467374454975,0.080952380952381,0.1097944608582907,0.10485762467571991,0.028500642272883386,5.1402,1.2565,4.4345,0.0024
14,HeartFailure,NextConvGeN,0.037213937028499684,0.005063097814536929,0.04603594934216358,0.652036201020467,-5.595918301242283,0.21829472539859063,0.042508710801393734,0.29320987654320985,0.27110193777857616,0.02075295345980353,4.9293,1.3045,4.0211,0.0011
15,HeartFailure,CTGAN,3.655507706313499e-05,0.004221953908915665,0.27746029535684374,0.7569357834491612,-4.008446621914658,0.052627688482990403,0.23960511033681764,0.3666666666666667,0.35188096422194215,0.033797178098894855,4.9671,1.1523,4.7904,0.0019
16,HeartFailure,CTABGAN,0.004274084473764266,0.03353575949503796,0.24798074574194334,0.7561032014818921,-2.735770569567038,0.05151805479723378,0.1772357723577236,0.0,0.0,0.02563935422042633,4.9908,1.0449,4.1525,0.0007
17,HeartFailure,CART,0.5105420373806485,0.0051904561228518055,0.04493843330928035,0.5331336746622329,-9.77398187440976,0.041119982887017056,0.07166085946573764,0.0,0.0,0.024001312974642985,4.9258,1.3176,7.4981,0.0024
18,HeartFailure,DataSynth,0.2548668009500776,0.003431518147414768,0.06335903534840023,0.5408161402041451,-9.443361657025058,0.04745387549716711,0.13914053426248552,0.0,0.0,0.03787542513212297,4.9151,1.3572,5.9512,0.0015
19,HeartFailure,GReaT,0.0028899330980627527,0.036757668885907625,0.49999394703769207,0.9975609756097562,-1.3862943611198906,0.05044306758783638,0.17212543554006976,0.533868092691622,0.5230588750033665,0.03798470284135743,4.9894,1.0514,3.7187,0.0003
20,HeartFailure,TabDDPM,0.012210823157587215,0.027623086746986856,0.45505257205795757,0.9832504893480504,-1.9803294767099855,0.45778343253336473,0.037862950058072053,0.40028879768961845,0.37712570409673796,0.02635104203884343,4.9771,1.1082,4.5346,-0.0001
21,IndianLiverPatients,NextConvGeN,0.7992210080626155,0.0010534346989635474,0.019725600691559382,0.4092847185453422,-8.450767723246994,0.030496329071869686,0.16151898734177206,0.0,0.0,0.018650834755211433,4.2337,2.0188,4.6256,0.0137
22,IndianLiverPatients,CTGAN,0.10345492597357571,0.03728058199282083,0.2903737048672489,0.8258923120421937,-3.2136600859141113,0.10167372236158657,0.04784810126582273,0.4257130124777183,0.35669092927704305,0.014749649700118717,4.345,1.7667,9.7468,0.0078
23,IndianLiverPatients,CTABGAN,0.012260771660994624,0.05641460560136126,0.27607174024445497,0.8134143515707388,-2.4674787189294016,0.10270833875442104,0.035253164556962036,0.02008443568815088,0.03906162464037888,0.014861128256112266,4.4591,1.4547,3.7061,0.0019
24,IndianLiverPatients,CART,0.7106647189020631,0.00030613944486572627,0.03852633071391701,0.4392632317284665,-8.18211649762929,0.030138123866745335,0.03272151898734166,0.43800904977375565,0.421345251322303,0.01549848268147258,4.2176,2.0523,6.2735,0.0142
25,IndianLiverPatients,DataSynth,0.29822721807739483,0.00808756664786879,0.12325910561171968,0.5878303959575784,-2.3620208240728084,0.08129642276534185,0.01512658227848096,0.0,0.0,0.017814903626236455,4.1482,2.1892,10.7939,0.0119
26,IndianLiverPatients,GReaT,5.9648950898361254e-05,0.059992318276031936,0.4998489520190358,0.9987341772151899,-1.4403210020918955,0.10360366068240756,0.03518987341772162,0.0,0.0,0.015203622655204686,4.4603,1.4512,3.8788,0.0002
27,IndianLiverPatients,TabDDPM,0.7174482901762277,0.00013484721792863218,0.031626948496181265,0.4593203692352398,-8.45288029392602,0.053749713076795595,0.19689873417721515,0.0,0.0,0.016429596356611932,4.1885,2.1111,8.0642,0.0158
28,LiverCirrhosis,NextConvGeN,0.06665252690890833,0.005205544810281653,0.04468302236129847,0.6344492229582049,-5.479098844981575,0.2212538799549838,0.12969023962594972,0.1389204763638976,0.1425980516795256,0.02206106037499643,5.8931,1.8087,6.5809,0.0037
29,LiverCirrhosis,CTGAN,0.010011408484070537,0.01090785253308678,0.32660761366592134,0.8388496674675932,-3.351157991520438,0.10324335013204286,0.16838106370543543,0.0,0.0,0.015955997122257287,5.9982,1.4216,5.4895,0.0025
30,LiverCirrhosis,CTABGAN,0.09881849151243345,0.22144437768084735,0.2737803152811385,0.7819947503714555,-1.8888818962213967,0.10621753204360077,0.12378725891291642,0.1768980902185316,0.17952370668692502,0.01633797775830713,6.0284,1.2877,4.9354,0.0006
31,LiverCirrhosis,CART,0.6947749096319927,0.005550301146271362,0.03630886300088457,0.40333089922126497,-8.93930179623254,0.03948887600594535,0.004208065458795984,0.11913728548436124,0.11261862724400531,0.024660425312044473,5.8829,1.8416,6.2849,0.0091
32,LiverCirrhosis,DataSynth,0.1870515953013661,0.006506656167536332,0.0008562166912409671,0.6369831263694833,-2.816057481995686,0.09645598988213758,0.11379310344827587,0.14122897815174684,0.16607880594093266,0.02518504412763516,5.8752,1.8661,13.196,0.0044
33,LiverCirrhosis,GReaT,3.368228366411398e-14,0.22886209548574693,0.4999964245174594,0.9982456140350877,-1.3931202464070105,0.09892812613744462,0.11052016364699008,0.10120519136179092,0.08465120259525782,0.016157613945559535,6.0265,1.2966,5.0546,-0.0
34,LiverCirrhosis,TabDDPM,0.007357011591973647,0.2747509537660556,0.456360002731132,0.9667728643643004,-2.050994098753171,0.44497997407519263,0.0345996493278784,0.1768980902185316,0.17952370668692502,0.02104106842439196,5.9555,1.5914,14.822,0.0019
35,LungCancer,NextConvGeN,0.4059005518567814,0.0018023091499868023,0.060282716277631314,0.42080184942212034,-8.546899890059853,0.006864588628517746,0.0046511627906976605,0.0,0.0,0.024458572960292444,5.5475,1.1068,2.9793,0.001
36,LungCancer,CTGAN,1.5757037193603407e-11,0.01419816776304028,0.18019795871193012,0.6437909278036391,-5.545113143838333,0.012973807698607029,0.07875264270613103,0.0,0.0,0.03313241818922096,5.5943,0.8392,4.4015,0.0004
37,LungCancer,CTABGAN,2.3166008234320045e-18,0.011022635074814732,0.2197093309969684,0.6534270870717842,-5.608046321535962,0.013153373531639815,0.06469344608879501,0.0,0.0,0.02433601824990382,5.597,0.8205,4.6739,0.0003
38,LungCancer,CART,0.10032329540565843,0.0027475293456784007,0.05271433261947277,0.45404924202166397,-7.188225823091753,0.010414028989386214,0.037103594080338254,0.0,0.0,0.024368459427910025,5.5649,1.0157,4.5874,0.0009
39,LungCancer,DataSynth,0.676971485496901,0.001606567917644789,0.06466686576377498,0.4614857231217407,-10.447316932256081,0.011681774473441106,0.046511627906976716,0.0,0.0,0.030044040259125947,5.5809,0.9239,5.8996,0.0008
40,LungCancer,GReaT,2.2220897953501516e-07,0.016113106759614398,0.16706433797250902,0.6201901651635061,-5.620658100445256,0.01288764555181983,0.055708245243129006,0.0,0.0,0.02715909176632685,5.5981,0.8135,4.6934,0.0002
41,LungCancer,TabDDPM,0.3454869900669608,0.003906212129552846,0.06500135259359395,0.49634194863183884,-10.72479926771848,0.0074444801750649684,0.008879492600422756,0.0,0.0,0.023550974137604905,5.5541,1.0734,3.6258,0.001
42,Migraine,NextConvGeN,0.71778663589738,0.0029162399350366273,0.05205210154305439,0.43877553197228253,-6.874775974891628,0.009976206832631278,0.072133526850508,0.18010218803698796,0.20479106370162237,0.011062549161372568,5.4158,2.9444,5.4418,0.0342
43,Migraine,CTGAN,2.918700094096667e-22,0.010662355028349642,0.19192004245542904,0.6717763971774178,-5.298225269743178,0.03651908364580309,0.20544267053701026,0.48221602880980613,0.4992567663924606,0.023730687658480014,5.6797,2.3961,9.2539,0.0127
44,Migraine,CTABGAN,1.3824494302206924e-12,0.33909410926734,0.4525533521205904,0.9755971748480073,-1.6708268014316219,0.03969761120473947,0.19782293178519605,0.031997874728951825,0.04806957687692687,0.02116918042888663,5.8615,1.9088,5.1205,0.0009
45,Migraine,CART,0.45904016564814953,0.004027989682212748,0.038048047332556255,0.41650560521730784,-8.264744927758992,0.020289104629303015,0.019158200290275818,0.12528035629518625,0.15155024945174467,0.012853604322604824,5.2826,2.6635,11.3188,0.0254
46,Migraine,DataSynth,0.05077228012397178,0.0213877440095134,0.10562149511687478,0.561015561687424,-2.769233323721097,0.04482068387198466,0.19361393323657483,0.060963102325499285,0.0891366688648273,0.016727448756589148,5.3164,2.9556,16.7838,0.0184
47,Migraine,GReaT,1.1766502144380764e-20,0.3473244072665018,0.45449909202916616,0.9696595368293481,-1.6360433160078833,0.03949091611188263,0.20907111756168362,0.031997874728951825,0.04806957687692687,0.012466838349426336,5.861,1.9101,4.8272,0.0009
48,Migraine,TabDDPM,0.2586831390324266,0.002095555641274615,0.05513159544371122,0.41380363688199306,-21.416413017506358,0.014499455786532101,0.1523947750362845,0.031997874728951825,0.04806957687692687,0.011646910071041952,5.3766,2.8447,2.1487,0.0307
49,Obesity,NextConvGeN,0.6669348363357189,0.0023718300478237048,0.029996774028185846,0.4918976273053087,-11.645089285634247,0.01417398110761552,0.019178082191780632,0.030144716579447756,0.017959680930356894,0.008320769777652531,5.5741,1.7114,3.676,0.0066
50,Obesity,CTGAN,1.4106453413336487e-05,0.02690385044982919,0.14961728616648035,0.6917123958641038,-3.1854920092486005,0.08994803218046032,0.6869863013698632,0.007640959945683354,0.0022301745950208535,0.019905511666820995,5.6753,1.3381,5.8636,0.0025
51,Obesity,CTABGAN,9.079373516677377e-09,0.35314044185643206,0.4219671069252072,0.9407790607355663,-1.5644249849035639,,0.7198630136986304,0.02624803458235346,0.04188648408116998,0.02046656743757308,5.6248,1.167,4.5103,0.0002
52,Obesity,CART,0.598402618773525,0.0007174963038554412,0.029992456453817356,0.49807812378981087,-9.47321560976372,0.008034656033844899,0.11849315068493171,0.0535429140889868,0.04259311370648315,0.014864265510657455,5.5906,1.6568,6.2225,0.0063
53,Obesity,DataSynth,2.3345708769714874e-06,0.011366160867918763,0.11950277003959618,0.5976535389693195,-5.8815293656447665,0.06982477193577225,0.5232876712328768,0.017627429829777323,0.025223403332499617,0.029514588325664323,5.5863,1.6712,25.0253,0.0042
54,Obesity,GReaT,1.2536754434333773e-209,0.39786820933387695,0.492631643985331,0.9928535971110536,-1.5467987007685935,0.08898485971970925,0.6938356164383563,0.0004885283383294983,0.006890418238579221,0.017802265611530987,5.7133,1.1654,4.5116,-0.0
55,Obesity,TabDDPM,0.623451640350146,0.001096632006641577,0.022705721795647595,0.4696500366315825,-10.54062979022712,0.025412167073982164,0.019863013698630083,0.001244790658666825,0.01632316239046351,0.010833880059314224,5.5771,1.7016,1.6642,0.0071
56,PimaIndianDiabetes,NextConvGeN,0.5453335561980822,0.0,0.03869916502562118,0.48277661826022955,-11.078907002082524,0.06039375321942406,0.09698857736240907,0.023167511739624724,0.005770018768576579,0.015266699236726813,3.9952,1.4277,2.8665,0.0069
57,PimaIndianDiabetes,CTGAN,0.06688032025764236,0.024896228153459883,0.2572742898433367,0.7571019019572554,-3.949357544338472,0.09992295630024894,0.18236413984077537,0.025361730132945515,0.0470956714232838,0.026950678273482007,4.0795,1.1653,3.6106,0.0021
58,PimaIndianDiabetes,CTABGAN,0.031556031312542206,0.0,0.2994002857233409,0.8420785254858993,-2.477585344820876,0.10060712966121955,0.14887504326756662,0.29010390371541395,0.2662233751418738,0.022585590341436493,4.1132,1.0401,2.9506,-0.0
59,PimaIndianDiabetes,CART,0.7100898915326198,0.0,0.01873202277013102,0.44099789475576745,-7.815147351103371,0.023145476988266002,0.016580131533402542,0.052301179068764636,0.06430895466723635,0.021966711898863497,4.0167,1.3661,3.9971,0.0069
60,PimaIndianDiabetes,DataSynth,0.009993340264338993,0.019659528809050163,0.1902647601354066,0.6764212383513911,-3.837855424060746,0.06838480680452702,0.1339563862928349,0.027401096571218586,0.005947365331957721,0.03012356740088236,4.0431,1.2859,5.181,0.004
61,PimaIndianDiabetes,GReaT,2.0657453223129104e-11,0.1857910897734948,0.49269951062927325,0.989770744360327,-1.5875428117288777,0.10412745713915801,0.15067497403946006,0.043981428991469396,0.07792661592595534,0.0281862085323331,4.1032,1.0786,3.0136,0.0009
62,PimaIndianDiabetes,TabDDPM,0.10288696236895836,0.0,0.49945042745010954,0.9953444098303912,-2.0120988945984033,0.47050347979032386,0.13386985115957073,0.032030812782325335,0.019165139072051363,0.03243973592142155,4.1339,0.9546,2.8334,0.001
63,Stroke,NextConvGeN,0.24508157165888292,0.00046088455392165616,0.03719486998949357,0.48936968619643323,-7.481141347753199,0.036408074077234225,0.01106259097525486,0.0,0.0,0.0020946019392270253,4.4329,1.5326,2.8425,0.0081
64,Stroke,CTGAN,0.0001662659346663961,0.020977514981308606,0.09871249567810637,0.617271350937642,-7.773256906190262,0.046696465626408654,0.0005822416302765365,0.0,0.0,0.0038061006034517007,4.4527,1.4741,4.3508,0.0074
