,Dataset Name,Model,Student-T-test,KL divergence,PropensityScore,PredictRealOrSyn,Log Cluster Metric,Feature Correlations Difference,Cross-validation,F-1 score,Geometric Mean,Feature-consistency,EuclideanDistance_Mean,EuclideanDistance_Std,HausdorffDistance,CosineSimilarity
0,ContraceptiveMethods,NextConvGeN,1.920264134197064e-05,0.002048710630944633,0.04742786758019182,0.5119329870454971,-13.716568696768201,0.007348699142312398,0.050090452261306595,0.2906814625617852,0.23719363457880632,0.013097877605603566,4.2843,1.2824,4.0133,0.0063
1,ContraceptiveMethods,CTGAN,2.0368959627472732e-08,0.010332887282471087,0.07193289801754935,0.5907562188708815,-6.278619502569817,0.02027126147267053,0.16047738693467328,0.17399133667421526,0.15415979995200005,0.02143841433209034,4.3363,1.0938,4.6122,0.0037
2,ContraceptiveMethods,CTABGAN,0.7658718195944288,0.247483033563011,0.3381134559094204,0.8542223086791495,-2.3201839499871744,0.02135194475087903,0.11137688442211047,0.20055428911007622,0.18003236748701767,0.019041114488848425,4.369,0.9551,3.1462,-0.0
3,ContraceptiveMethods,CART,0.1604629197630955,0.0009861540563387353,0.03074513615147482,0.49238216919273564,-15.071733608454432,0.009574007521829722,0.07021105527638183,0.10926599512096596,0.1002368414535933,0.016028943135122226,4.299,1.2325,3.8626,0.0056
4,ContraceptiveMethods,DataSynth,0.08852176305809374,0.014997076713865822,0.08989345004963044,0.5642126943128457,-5.6474825592794575,0.01487800595279825,0.12329648241206026,0.054035165326805135,0.048825029323050384,0.022410528898017996,4.2842,1.2827,4.3865,0.0062
5,ContraceptiveMethods,GReaT,1.4776425030934415e-72,0.24840061504908434,0.3627353383089392,0.8752093611535272,-2.1300018663866678,0.02127341959284321,0.14643216080402005,0.1806913514871732,0.16245534879276355,0.014645957959206571,4.368,0.9594,3.1616,-0.0
6,ContraceptiveMethods,TabDDPM,0.7655032600761673,0.0005674223659260071,0.021425502342046824,0.47876999951157384,-10.698546664521354,0.007818160593564648,0.03509547738693475,0.0,0.0,0.011978188287012624,4.2901,1.2631,1.0204,0.0057
7,HeartDisease,NextConvGeN,0.007757488658120967,0.011605872086554055,0.11344161488056104,0.5412022084195997,-2.0696964281831893,0.2792808121604909,0.04263565891472876,0.27701615036913785,0.2574986324986594,0.016927155857334848,5.1375,1.2674,4.2972,0.0019
8,HeartDisease,CTGAN,1.7666777207157895e-05,0.01571133906075905,0.23413858642626276,0.6898880613353875,-6.407251032407928,0.12182324964205699,0.4169435215946843,0.04439627190099421,0.0016090993824835476,0.02046484965032602,5.1923,1.0198,4.3926,0.001
9,HeartDisease,CTABGAN,0.01224174945763149,0.22426261072658576,0.3707876247501181,0.884987130773508,-2.6019557385519874,0.09717403239115247,0.35027685492801763,0.05049923069535306,0.07677137405472045,0.021430805261306633,5.2116,0.9163,4.0944,0.0001
10,HeartDisease,CART,0.5767668484553281,0.008189143545446921,0.07136549204132493,0.43845302508907824,-7.915953260532801,0.03705688283793634,0.10376522702104085,0.22681946624210403,0.20583058417537198,0.019455017168034234,5.1693,1.1305,4.144,0.0015
11,HeartDisease,DataSynth,0.39203796352369735,0.026829025059619056,0.16584366344810395,0.6290957508309459,-6.325721138634577,0.09895580575612692,0.3308970099667773,0.05049923069535306,0.07677137405472045,0.02188285178148123,5.1335,1.2836,13.4316,0.0015
12,HeartDisease,GReaT,0.0010631634778322783,0.23448222977327024,0.49996536976092026,1.0,-1.4050725843808785,0.10178530595292816,0.3601328903654484,0.11635839992445801,0.14083827501147006,0.036463497713679176,5.2092,0.9295,4.3585,-0.0001
13,HeartDisease,TabDDPM,0.6582612529708516,0.0020886568112446985,0.06246399759013528,0.4213011735962007,-8.329316798407179,0.029311034144771222,0.03333333333333344,0.3106770700899709,0.2660074517950059,0.026865598206299395,5.1402,1.2564,4.2918,0.0027
14,HeartFailure,NextConvGeN,0.04571969886692926,0.010870033452703737,0.06913835140965165,0.6921017801960772,-2.060314481897326,0.2370592615701597,0.052845528455284674,0.0,0.0,0.03838321397209393,4.947,1.2359,3.7137,0.0013
15,HeartFailure,CTGAN,0.02297142439708182,0.006700835366505333,0.1713357987616356,0.6694613559974637,-2.581586300253154,0.04883174647254715,0.1768873403019744,0.4317253040126388,0.41136860528484076,0.04610609944130886,4.9594,1.185,4.7695,0.0015
16,HeartFailure,CTABGAN,0.027917217942601064,0.023365263938864688,0.19963858739180187,0.7658821592398295,-2.149805229579741,0.054166332885787455,0.18130081300813006,0.0,0.0,0.033942816642053376,4.9903,1.0474,3.7251,0.0005
17,HeartFailure,CART,0.4037657292761075,0.002580185763797783,0.03256771689378917,0.5292032197532455,-7.332228849404546,0.05139258262346133,0.02415795586527314,0.16206231044940728,0.16909228322776781,0.026114085258682685,4.9258,1.3177,5.2646,0.0024
18,HeartFailure,DataSynth,0.3651274596474896,0.0040101461282159205,0.07358780717169358,0.5250163680584361,-3.7737472280920166,0.05717970162330441,0.18664343786295,0.2701526979918496,0.25861957345125847,0.05498375715330773,4.8774,1.4871,6.3934,0.0023
19,HeartFailure,GReaT,0.08035080730683677,0.03262644012414372,0.49999098152895327,1.0,-1.3862943611198906,0.05160731106729904,0.20557491289198593,0.0684132442271515,0.14798590877464401,0.06869667403148692,4.9895,1.0511,3.8091,0.0002
20,HeartFailure,TabDDPM,0.16887800812525205,0.013366447453508174,0.10318251328440763,0.6284115059305475,-2.1811945296107886,0.19475081665354677,0.09593495934959351,0.2701526979918496,0.25861957345125847,0.03485497000024849,4.9271,1.313,4.7772,0.0037
21,IndianLiverPatients,NextConvGeN,0.6206948301099108,8.721918507560754e-06,0.02817312232862179,0.4880712008760745,-7.524191016213106,0.03158066062730219,0.06569620253164554,0.0,0.0,0.015274527082360156,4.2347,2.0167,5.221,0.0143
22,IndianLiverPatients,CTGAN,0.09299078264920373,0.026481699349598306,0.30164958714819,0.8338810953843433,-12.779698990052204,0.09136876516802682,0.04550632911392405,0.47533876941501735,0.45791432121567177,0.015211844505966332,4.3278,1.8084,7.7008,0.0081
23,IndianLiverPatients,CTABGAN,0.0011784153247595523,0.048238369680634996,0.2936672766143795,0.827174031652485,-2.250116601791903,,0.04297468354430378,0.0,0.0,0.02691769939060923,4.344,1.4592,3.6099,0.0026
24,IndianLiverPatients,CART,0.6867224027187199,0.0005359870956014173,0.047608319980806585,0.48724732866637066,-9.73793593450281,0.02268283386081216,0.025284810126582236,0.0,0.0,0.01918872056100863,4.2402,2.0052,5.1098,0.0159
25,IndianLiverPatients,DataSynth,0.27372012750515323,0.0024178633497554426,0.09875702430050598,0.5161901368341196,-3.3219776280398468,0.0781003815023826,0.03791139240506336,0.3822762571835899,0.27048384715826523,0.014779230942886001,4.1784,2.131,10.4548,0.013
26,IndianLiverPatients,GReaT,5.671019185279626e-05,0.060847128716885995,0.49950031931021716,1.0,-1.4307236772535343,0.09856311715957759,0.06063291139240512,0.47533876941501735,0.45791432121567177,0.024150946589525157,4.4643,1.4387,3.7188,0.0003
27,IndianLiverPatients,TabDDPM,0.2327172937848348,0.00032185585903148854,0.05744585590553786,0.5903026668779889,-6.965070905157524,0.1326097372151479,0.08873417721518984,0.0,0.0,0.01346930790351888,4.1554,2.1755,6.3433,0.0206
28,LiverCirrhosis,NextConvGeN,0.019294234398610232,0.006301746371659039,0.042904306120152017,0.6274596939287241,-7.763089783631911,0.21636715763730924,0.14085330216247816,0.04145191518533034,0.04131924623915448,0.026694001693239214,5.905,1.7693,5.1072,0.0019
29,LiverCirrhosis,CTGAN,0.14785291612639884,0.00849042244802595,0.274174672804838,0.7887552279106967,-4.15800341940728,0.1007189267254808,0.09222676797194629,0.2154517964768783,0.22593414534191208,0.016894215197861384,5.9682,1.5428,6.68,0.0033
30,LiverCirrhosis,CTABGAN,0.006952675671030834,0.22463172607507265,0.22083250853241754,0.7568029564642612,-2.0212331513970003,,0.15014611338398598,0.07108505211013391,0.05938731736410663,0.01756573266652392,5.9443,1.2906,4.804,0.0003
31,LiverCirrhosis,CART,0.5733881457452018,0.004761836122470311,0.03831693434628552,0.4152158920534711,-7.529635190652661,0.04543131521980122,0.04137931034482767,0.06441247435321881,0.052721842582700656,0.029851251337500426,5.8982,1.792,5.5091,0.0081
