,Dataset Name,Model,Student-T-test,KL divergence,PropensityScore,PredictRealOrSyn,Log Cluster Metric,Feature Correlations Difference,Cross-validation,F-1 score,Geometric Mean,Feature-consistency,EuclideanDistance_Mean,EuclideanDistance_Std,HausdorffDistance,CosineSimilarity
0,ContraceptiveMethods,NextConvGeN,0.00024307574927524313,0.0029243378730598687,0.04876696947253936,0.5110430625077125,-7.855516160205548,0.005422918180714436,0.04414070351758803,0.09296871175104016,0.09621995390797133,0.011374893831190527,4.2952,1.2457,3.7026,0.0054
1,ContraceptiveMethods,CTGAN,1.2562365187530572e-53,0.008942402855189593,0.16364627715917146,0.6636131204620919,-6.913084353763418,0.019942722438883977,0.140391959798995,0.24462424097525995,0.2286858548730996,0.0275009136501193,4.3389,1.0833,4.2135,0.0038
2,ContraceptiveMethods,CTABGAN,0.02377469154163519,0.23632168761567124,0.3367586183453666,0.8499458508547484,-2.367788393354217,0.02094001328926076,0.12438693467336687,0.11782117809974313,0.04813938692109654,0.021181514586846823,4.3705,0.9482,3.2985,0.0002
3,ContraceptiveMethods,CART,0.38978876893862924,0.0014226528262080557,0.031531111064121854,0.5318176841673544,-11.573654445957697,0.0064469269715280815,0.06922110552763822,0.1007017124488348,0.10182306466604829,0.015577676636264156,4.3029,1.2186,4.2807,0.0055
4,ContraceptiveMethods,DataSynth,0.08470152309725348,0.02295550714016128,0.10775055407924986,0.5704312661794935,-5.362822802630524,0.014298948987193959,0.13038693467336682,0.1110189692179896,0.07061752333810506,0.019788184734692786,4.2784,1.3019,4.1945,0.0064
5,ContraceptiveMethods,GReaT,3.64045793428473e-72,0.2420593889059399,0.3527833863549394,0.8618736084328027,-2.2568081706745393,0.02088950400053571,0.14645728643216083,0.24462424097525995,0.2286858548730996,0.020190108039622623,4.3681,0.9591,3.1014,0.0001
6,ContraceptiveMethods,TabDDPM,0.30070980123073643,0.0018891333879551221,0.02711918647340032,0.4972943361939401,-12.91499935540264,0.006681256709226702,0.039050251256281365,0.06866758742825635,0.06917030789929263,0.019477170858221524,4.2939,1.25,1.3716,0.0056
7,HeartDisease,NextConvGeN,0.06449940121785668,0.0081330431739592,0.13440496729393625,0.5918732924417295,-2.0691260540901673,0.26806049539572285,0.018383167220376362,0.36341079773423013,0.3444301626962015,0.0212667075967608,5.14,1.2572,4.7105,0.0014
8,HeartDisease,CTGAN,0.002909266822721037,0.01762235365441188,0.21453091473485528,0.6750857532932408,-8.100327528636384,0.109114813717127,0.31295681063122927,0.009802283486493979,0.011696546428765664,0.02928134685933216,5.1939,1.0117,4.8424,0.0011
9,HeartDisease,CTABGAN,0.10966869973719004,0.2419799209202146,0.3790609523051483,0.8821265662577733,-5.604868677095579,0.10237926753489267,0.3418604651162791,0.1455607249053128,0.1286184324333699,0.04055248188906738,5.211,0.9196,4.0667,-0.0001
10,HeartDisease,CART,0.5786384026738216,0.003889941022137023,0.048477700149117696,0.4716627299678434,-8.137332160372326,0.052448091765070995,0.06168327796234774,0.0,0.0,0.029079857510653485,5.1501,1.2151,4.7605,0.0025
11,HeartDisease,DataSynth,0.4097701834154903,0.014601290026910439,0.12470281778270415,0.5638845414370088,-4.145840411414551,0.09955557397551604,0.3647840531561462,0.08384505046909146,0.14219868827738774,0.038071908936453104,5.1769,1.0954,7.088,0.0012
12,HeartDisease,GReaT,0.001038116814128175,0.24471818461258488,0.49998027513418547,1.0,-1.3957281824536412,0.10095561858928735,0.3458471760797343,0.23821420744497668,0.22062008743323458,0.035540903394933626,5.2098,0.9264,4.1151,-0.0002
13,HeartDisease,TabDDPM,0.6665644384174773,0.003893663618249865,0.0327825613043319,0.43394976224842513,-10.62077142675371,0.03724181820536758,0.08050941306755255,0.02387224439463248,0.07719956429297159,0.030345380032193336,5.1313,1.2924,2.7615,0.003
14,HeartFailure,NextConvGeN,0.009850486272485578,0.0055980923174230035,0.07095125479837093,0.6786814851790502,-2.0670413771670364,0.24817182237023908,0.05702671312427399,0.0,0.0,0.021546266633098044,4.9364,1.2776,4.149,-0.0001
15,HeartFailure,CTGAN,0.0002523188985481192,0.004836049816097136,0.254694938299658,0.8192265703283853,-9.27354603804382,0.04539243157573012,0.14785133565621378,0.28139689975438764,0.34452251431121816,0.05038298515250716,4.9388,1.2682,4.5585,0.0011
16,HeartFailure,CTABGAN,0.0015857833434395222,0.032236734597187164,0.24196996940508797,0.7021538824083893,-2.8572565549074813,0.05411071592596517,0.1725900116144019,0.3258501468220138,0.32097727744080917,0.03159114798402767,4.9915,1.0417,3.6791,0.0006
17,HeartFailure,CART,0.4551972197732376,0.002662583701638874,0.02897286170319097,0.5056956953410052,-10.3888867754133,0.047693969746906456,0.0288037166085946,0.0,0.0,0.03253722076414096,4.9302,1.3011,4.6249,0.0022
18,HeartFailure,DataSynth,0.5436325171951015,0.0014115208519008295,0.07300155658084695,0.49820355297248753,-7.793142878578503,0.04520883918304764,0.1869918699186992,0.21256038647342995,0.19818151351236843,0.031552102807164445,4.9652,1.1605,5.1115,0.0007
19,HeartFailure,GReaT,0.022214889517990295,0.03738999599174666,0.49998524105384,1.0,-1.3862943611198906,0.059524325091671784,0.21974448315911732,0.48496182016518613,0.4673691238505955,0.03507521091529516,4.9893,1.0522,3.7548,0.0002
