,Dataset Name,Model,Accuracy,F1_score,RMSE
0,ContraceptiveMethods,NextConvGeN,0.46734550561797755,0.46263916317394294,
1,ContraceptiveMethods,CTGAN,0.472436797752809,0.45105452806012425,
2,ContraceptiveMethods,CTABGAN,0.2966994382022472,0.2996687574683421,
3,ContraceptiveMethods,TabDDPM,0.4683988764044944,0.4681362396587034,
4,ContraceptiveMethods,CART,0.5122893258426966,0.47440059506661886,
5,ContraceptiveMethods,DataSynth,0.30986657303370785,0.3320077574426275,
6,ContraceptiveMethods,GReaT,0.5117626404494382,0.4440198843526556,
0,HeartDisease,NextConvGeN,0.5521523178807948,0.5454057406620493,0.8621507049156061
1,HeartDisease,CTGAN,0.4983443708609272,0.47655878522023026,1.3784640224675686
2,HeartDisease,CTABGAN,0.4056291390728477,0.4051681994066213,1.2670646594874384
3,HeartDisease,TabDDPM,0.5529801324503312,0.5506462792539997,1.2264339918506229
4,HeartDisease,CART,0.5215231788079471,0.5017790171082734,1.2241552124938873
5,HeartDisease,DataSynth,0.412251655629139,0.42283147907944296,1.909427502747813
6,HeartDisease,GReaT,0.5173841059602649,0.45483970369571913,1.247555659494255
0,HeartFailure,NextConvGeN,0.5516666666666666,0.5547531885510056,0.9201507293380962
1,HeartFailure,CTGAN,0.5583333333333333,0.5576010996298914,1.4904188361739195
2,HeartFailure,CTABGAN,0.54,0.5027383504339189,1.2030521683328594
3,HeartFailure,TabDDPM,0.5466666666666666,0.5500593172537008,1.3308842587840946
4,HeartFailure,CART,0.535,0.5358131102462739,1.3582811587072825
5,HeartFailure,DataSynth,0.5266666666666666,0.5215852469988551,1.7147116794290012
6,HeartFailure,GReaT,0.5233333333333333,0.509141759719834,1.052579634657146
0,IndianLiverPatients,NextConvGeN,0.6148409893992933,0.6201776006742279,1.3624407298621706
1,IndianLiverPatients,CTGAN,0.5936395759717314,0.5866317377751473,1.292147112001116
2,IndianLiverPatients,CTABGAN,0.7031802120141343,0.5806342829494303,1.2603542759426056
3,IndianLiverPatients,TabDDPM,0.6219081272084805,0.6064152022229301,1.2533508643410554
4,IndianLiverPatients,CART,0.6713780918727915,0.6336784932075784,1.1547731786104265
5,IndianLiverPatients,DataSynth,0.5971731448763251,0.5817185376460995,1.7431547749802716
6,IndianLiverPatients,GReaT,0.6431095406360424,0.5959511911082387,1.1994884307014153
0,LiverCirrhosis,NextConvGeN,0.6523125996810207,0.6404166641373951,1.05438560017954
1,LiverCirrhosis,CTGAN,0.5813397129186604,0.5905877595747452,1.393390401116329
2,LiverCirrhosis,CTABGAN,0.40191387559808617,0.4182309998926521,1.317908379654845
3,LiverCirrhosis,TabDDPM,0.6188197767145136,0.6224835069600237,1.171037478613752
4,LiverCirrhosis,CART,0.5869218500797448,0.5892152300069352,1.3253445350913116
5,LiverCirrhosis,DataSynth,0.36283891547049446,0.34416294121314644,1.561992116140434
6,LiverCirrhosis,GReaT,0.609250398724083,0.5939790261524316,1.2223102687888379
0,LungCancer,NextConvGeN,0.6043956043956045,0.6059456126899831,
1,LungCancer,CTGAN,0.5024975024975025,0.494174961235245,
2,LungCancer,CTABGAN,0.5389610389610389,0.520171147988167,
3,LungCancer,TabDDPM,0.6123876123876124,0.6116459440213818,
4,LungCancer,CART,0.5314685314685316,0.5304383481828248,
5,LungCancer,DataSynth,0.5144855144855145,0.5079830103569264,
6,LungCancer,GReaT,0.5089910089910089,0.5071100601414452,
0,Migraine,NextConvGeN,0.8013297872340426,0.7936612320983054,
1,Migraine,CTGAN,0.7755319148936171,0.7547980714092724,
2,Migraine,CTABGAN,0.5303191489361702,0.5301084605857289,
3,Migraine,TabDDPM,0.7835106382978723,0.7832604053960034,
4,Migraine,CART,0.8039893617021276,0.7816634646540889,
5,Migraine,DataSynth,0.5375,0.6008601255267754,
6,Migraine,GReaT,0.7962765957446809,0.7653156192974779,
0,Obesity,NextConvGeN,0.8078396699086354,0.8062684984527336,
1,Obesity,CTGAN,0.5668287651046272,0.5712379496315381,
2,Obesity,CTABGAN,0.3649425287356322,0.42274236471693055,
3,Obesity,TabDDPM,0.8327438844680224,0.8306871218165572,
4,Obesity,CART,0.7379899793692897,0.7357330055898752,
5,Obesity,DataSynth,0.339006778661951,0.3524546113890858,
6,Obesity,GReaT,0.6049218980253463,0.6066830487616933,
0,PimaIndianDiabetes,NextConvGeN,0.7005208333333334,0.6971156002601538,1.2424657949800038
1,PimaIndianDiabetes,CTGAN,0.5807291666666666,0.5783184408184409,1.451010282106694
2,PimaIndianDiabetes,CTABGAN,0.5807291666666666,0.562318579553358,1.3096263954910736
3,PimaIndianDiabetes,TabDDPM,0.6041666666666666,0.6041666666666666,1.2319416391031281
4,PimaIndianDiabetes,CART,0.6171875,0.6104267269718199,1.3145516053945863
5,PimaIndianDiabetes,DataSynth,0.5,0.48946648426812595,1.6475924246366678
6,PimaIndianDiabetes,GReaT,0.6197916666666666,0.6048041025320151,1.3563324225574847
0,Stroke,NextConvGeN,0.7366748166259167,0.7364640450642396,1.282685708823477
1,Stroke,CTGAN,0.6517522412387938,0.6681552326259232,1.484357761455349
2,Stroke,CTABGAN,0.5234718826405867,0.573245203652322,1.443148415503424
3,Stroke,TabDDPM,0.7692746536267319,0.7691437186330973,1.3149563174514463
4,Stroke,CART,0.7133659331703341,0.7184310018437305,1.3688169149111709
5,Stroke,DataSynth,0.46373268133659334,0.5197361306248078,1.590753890371789
6,Stroke,GReaT,0.7308068459657702,0.724286972368689,1.3319007461745174
