,Dataset Name,Model,Accuracy,F1_score,RMSE
0,HeartDisease,NextConvGeN,0.5521523178807948,0.5454057406620492,0.8621507049156061
1,HeartDisease,CTGAN,0.4983443708609272,0.4765587852202302,1.3784640224675686
2,HeartDisease,convexCTGAN,0.4793046357615894,0.47757224004439436,1.6000791510597794
3,HeartDisease,CTABGAN,0.4056291390728477,0.4051681994066213,1.2670646594874384
4,HeartDisease,convexCTABGAN,0.4362582781456954,0.3803190543796693,0.999576525883535
5,HeartDisease,TabDDPM,0.5529801324503312,0.5506462792539997,1.2264339918506229
0,LungCancer,NextConvGeN,0.6043956043956045,0.6059456126899833,
1,LungCancer,CTGAN,0.5024975024975025,0.494174961235245,
2,LungCancer,convexCTGAN,0.521978021978022,0.5067528162715953,
3,LungCancer,CTABGAN,0.5389610389610389,0.520171147988167,
4,LungCancer,convexCTABGAN,0.50999000999001,0.4923972246168039,
5,LungCancer,TabDDPM,0.6123876123876124,0.6116459440213818,
0,IndianLiverPatients,NextConvGeN,0.6148409893992933,0.6201776006742279,1.3624407298621706
1,IndianLiverPatients,CTGAN,0.5936395759717314,0.5866317377751472,1.292147112001116
2,IndianLiverPatients,convexCTGAN,0.5901060070671378,0.5914820623612974,1.4178930476677445
3,IndianLiverPatients,CTABGAN,0.7031802120141343,0.5806342829494303,1.2603542759426056
4,IndianLiverPatients,convexCTABGAN,0.7031802120141343,0.5806342829494303,1.1111185590511479
5,IndianLiverPatients,TabDDPM,0.6219081272084805,0.6064152022229301,1.2533508643410554
0,ContraceptiveMethods,NextConvGeN,0.4664676966292135,0.4624707180352498,
1,ContraceptiveMethods,CTGAN,0.472436797752809,0.45105452806012425,
2,ContraceptiveMethods,convexCTGAN,0.425561797752809,0.42699552670287216,
3,ContraceptiveMethods,CTABGAN,0.2966994382022472,0.29966875746834204,
4,ContraceptiveMethods,convexCTABGAN,0.3182935393258427,0.32671918637130015,
5,ContraceptiveMethods,TabDDPM,0.4683988764044944,0.46813623965870343,
0,Migraine,NextConvGeN,0.8031914893617023,0.7948574688445125,
1,Migraine,CTGAN,0.7755319148936171,0.7547980714092724,
2,Migraine,convexCTGAN,0.7449468085106383,0.7427490483087761,
3,Migraine,CTABGAN,0.5303191489361702,0.5301084605857289,
4,Migraine,convexCTABGAN,0.5694148936170212,0.6004755992802906,
5,Migraine,TabDDPM,0.7835106382978723,0.7832604053960034,
0,Stroke,NextConvGeN,0.7366748166259167,0.7364640450642397,1.282685708823477
1,Stroke,CTGAN,0.6517522412387938,0.6681552326259235,1.484357761455349
2,Stroke,convexCTGAN,0.695680521597392,0.7034248336053001,1.339045707160998
3,Stroke,CTABGAN,0.5234718826405867,0.573245203652322,1.443148415503424
4,Stroke,convexCTABGAN,0.6466177669111655,0.6529276471574802,1.4795577254072358
5,Stroke,TabDDPM,0.7688671556642218,0.7687201567588124,1.3149563174514463
0,PimaIndianDiabetes,NextConvGeN,0.7005208333333334,0.6971156002601538,1.2424657949800038
1,PimaIndianDiabetes,CTGAN,0.5807291666666666,0.5783184408184409,1.451010282106694
2,PimaIndianDiabetes,convexCTGAN,0.5729166666666666,0.566753848003848,1.4241695498355127
3,PimaIndianDiabetes,CTABGAN,0.5807291666666666,0.562318579553358,1.3096263954910736
4,PimaIndianDiabetes,convexCTABGAN,0.5625,0.5398082069580732,1.4358602097112392
5,PimaIndianDiabetes,TabDDPM,0.6041666666666666,0.6041666666666666,1.2319416391031281
0,Obesity,NextConvGeN,0.8079870321249631,0.8064502320158167,
1,Obesity,CTGAN,0.5668287651046272,0.5712379496315381,
2,Obesity,convexCTGAN,0.6281314470969644,0.6347783043913471,
3,Obesity,CTABGAN,0.3649425287356322,0.42274236471693055,
4,Obesity,convexCTABGAN,0.4582964927792515,0.5020922407959744,
5,Obesity,TabDDPM,0.8327438844680224,0.8306871218165572,
0,LiverCirrhosis,NextConvGeN,0.6523125996810207,0.6404166641373951,1.05438560017954
1,LiverCirrhosis,CTGAN,0.5813397129186604,0.5905877595747452,1.393390401116329
2,LiverCirrhosis,convexCTGAN,0.5909090909090909,0.6017560645669683,1.5049718591515269
3,LiverCirrhosis,CTABGAN,0.40191387559808617,0.4182309998926521,1.317908379654845
4,LiverCirrhosis,convexCTABGAN,0.42822966507177035,0.4399101970058084,1.3958231555024523
5,LiverCirrhosis,TabDDPM,0.6188197767145136,0.6224835069600237,1.171037478613752
0,HeartFailure,NextConvGeN,0.5516666666666666,0.5547531885510055,0.9201507293380962
1,HeartFailure,CTGAN,0.5583333333333333,0.5576010996298914,1.4904188361739195
2,HeartFailure,convexCTGAN,0.5549999999999999,0.5518644342022182,1.5289810535378578
3,HeartFailure,CTABGAN,0.54,0.5027383504339189,1.2030521683328594
4,HeartFailure,convexCTABGAN,0.475,0.4783622577364507,1.361259326880779
5,HeartFailure,TabDDPM,0.5466666666666666,0.5500593172537008,1.3308842587840946
