,Dataset Name,Model,Accuracy,F1_score,RMSE
0,HeartDisease,NextConvGeN,0.5463576158940397,0.5428962346643758,0.8724683210239415
1,HeartDisease,CTGAN,0.48923841059602646,0.47444359442230777,1.5120070926657576
2,HeartDisease,convexCTGAN,0.4759933774834437,0.4722305449476105,1.6806752356162344
3,HeartDisease,CTABGAN,0.36920529801324503,0.35819711781433394,1.1356608996105164
4,HeartDisease,convexCTABGAN,0.37582781456953646,0.32458670096806375,1.0287329622167605
5,HeartDisease,TabDDPM,0.5471854304635762,0.5478495156025764,1.1557991355321109
0,LungCancer,NextConvGeN,0.6098104793756967,0.603112792046611,
1,LungCancer,CTGAN,0.4972129319955408,0.489541305328831,
2,LungCancer,convexCTGAN,0.48494983277591974,0.4810204011118434,
3,LungCancer,CTABGAN,0.46098104793756967,0.4218124953592647,
4,LungCancer,convexCTABGAN,0.4860646599777035,0.4790385508465412,
5,LungCancer,TabDDPM,0.6304347826086956,0.6309938298551224,
0,IndianLiverPatients,NextConvGeN,0.3250883392226148,0.3177673166149694,1.277188611675573
1,IndianLiverPatients,CTGAN,0.303886925795053,0.2848754500610668,1.1463284570004988
2,IndianLiverPatients,convexCTGAN,0.31802120141342755,0.3107148642938864,1.326838845127211
3,IndianLiverPatients,CTABGAN,0.3992932862190813,0.3165958735812646,1.1961880454189897
4,IndianLiverPatients,convexCTABGAN,0.3710247349823322,0.2839039844035579,1.084629729005106
5,IndianLiverPatients,TabDDPM,0.3250883392226148,0.32594501632013984,1.2836206826034426
0,T2DM,NextConvGeN,0.61739431054919,0.6092400442170629,1.2949492016572046
1,T2DM,CTGAN,0.5557797595529717,0.5538594719730392,1.5508154385688582
2,T2DM,convexCTGAN,0.595938928712536,0.5869604944450527,1.3516439646386729
3,T2DM,CTABGAN,0.42666647852345196,0.46426580741904205,1.6181132840967876
4,T2DM,convexCTABGAN,0.5463467291302139,0.5377401043870251,1.4256920267529791
5,T2DM,TabDDPM,0.638955522944065,0.6361450918819118,1.3001203127394434
0,ContraceptiveMethods,NextConvGeN,0.484375,0.4802157275648872,
1,ContraceptiveMethods,CTGAN,0.4764747191011236,0.44549803804209476,
2,ContraceptiveMethods,convexCTGAN,0.4648876404494382,0.45671885356290354,
3,ContraceptiveMethods,CTABGAN,0.40554775280898875,0.3871144082102175,
4,ContraceptiveMethods,convexCTABGAN,0.37535112359550565,0.3829818119425515,
5,ContraceptiveMethods,TabDDPM,0.5052668539325843,0.4978422703623169,
0,StudentsMentalHealth,NextConvGeN,0.7066666666666667,0.6860672843114498,1.4543557285674011
1,StudentsMentalHealth,CTGAN,0.5366666666666666,0.5063338984542748,1.6199527545828705
2,StudentsMentalHealth,convexCTGAN,0.54,0.5174020083415369,1.5076465547474458
3,StudentsMentalHealth,CTABGAN,0.44,0.45141588613927564,1.538110695516493
4,StudentsMentalHealth,convexCTABGAN,0.42333333333333334,0.42787318168028393,1.365154670292444
5,StudentsMentalHealth,TabDDPM,0.7299999999999999,0.7110480791433552,1.5552928886695123
0,Migraine,NextConvGeN,0.801063829787234,0.7934365494834699,
1,Migraine,CTGAN,0.7585106382978724,0.7449860284595817,
2,Migraine,convexCTGAN,0.7295212765957448,0.7368373042629511,
3,Migraine,CTABGAN,0.4651595744680851,0.5101209228642535,
4,Migraine,convexCTABGAN,0.5183510638297872,0.5640436870297337,
5,Migraine,TabDDPM,0.7970744680851064,0.7933927553364548,
0,Stroke,NextConvGeN,0.6232273838630806,0.6194834805225405,1.3111643872118792
1,Stroke,CTGAN,0.5637326813365933,0.5724433438963652,1.4797663276062667
2,Stroke,convexCTGAN,0.5857375713121433,0.5887098041658767,1.3580882358781603
3,Stroke,CTABGAN,0.3910350448247759,0.43106484581278537,1.3323294096591947
4,Stroke,convexCTABGAN,0.5049714751426242,0.5143473852135457,1.4922077736960067
5,Stroke,TabDDPM,0.6624286878565606,0.6614812618741478,1.2757917790998519
0,PimaIndianDiabetes,NextConvGeN,0.5677083333333334,0.5668949077650921,1.2826272410784187
1,PimaIndianDiabetes,CTGAN,0.15364583333333334,0.15759544273198656,1.4152441495861487
2,PimaIndianDiabetes,convexCTGAN,0.15885416666666666,0.1570595315874547,1.4342570774035557
3,PimaIndianDiabetes,CTABGAN,0.15885416666666666,0.14689055205364374,1.4290692204534687
4,PimaIndianDiabetes,convexCTABGAN,0.09635416666666667,0.09485344342522911,1.4185286480793797
5,PimaIndianDiabetes,TabDDPM,0.4869791666666667,0.4819816656415221,1.2593649013884616
0,Obesity,NextConvGeN,0.8133657530209255,0.8126717066673247,
1,Obesity,CTGAN,0.5817123489537281,0.5899423251316059,
2,Obesity,convexCTGAN,0.6393309755378721,0.6492025887975161,
3,Obesity,CTABGAN,0.38594164456233426,0.43595592808765404,
4,Obesity,convexCTABGAN,0.4417182434423814,0.4993634565252506,
5,Obesity,TabDDPM,0.8418803418803418,0.8401721848933721,
0,LiverCirrhosis,NextConvGeN,0.6355661881977671,0.6316075214687621,1.076735527727167
1,LiverCirrhosis,CTGAN,0.5398724082934608,0.5510670056620742,1.5497723045869307
2,LiverCirrhosis,convexCTGAN,0.5502392344497608,0.5558306212717641,1.4149484733236968
3,LiverCirrhosis,CTABGAN,0.33413078149920256,0.34335993297191747,1.431300235665552
