,Dataset Name,Model,Student-T-test,KL divergence,PropensityScore,PredictRealOrSyn,Log Cluster Metric,Feature Correlations Difference,Cross-validation,F-1 score,Geometric Mean,Feature-consistency,EuclideanDistance_Mean,EuclideanDistance_Std,HausdorffDistance,CosineSimilarity
0,Obesity,NextConvGeN,0.5512416272370678,0.0019516823234458829,0.02896718590798903,0.48598487821672387,-12.733481949387734,0.01554340339798553,0.018493150684931514,0.01200270625934391,0.0052449249290166255,0.0029178596301973267,5.5821,1.6854,3.7136,0.0054
1,Obesity,CTGAN,0.028983990240426628,0.032843603392022205,0.18038316414145003,0.6852942854841846,-5.5880063651222684,0.08641000765381686,0.4616438356164384,0.047127600503825806,0.0224939829259711,0.022769502021480814,5.6709,1.3567,6.2412,0.0028
2,Obesity,convexCTGAN,0.07543805081668446,0.03220412146196786,0.14689843337331665,0.6694903634836804,-6.584947015681042,0.03732302911174182,0.16301369863013715,0.04894837980781863,0.008293072012242164,0.013638571762080012,5.6557,1.4189,5.9081,0.0032
3,Obesity,CTABGAN,2.9921022427553226e-15,0.37395658691548384,0.41789367831510393,0.9402631410105187,-1.563952041977746,,0.4972602739726028,0.0340390159222049,0.01729951500485194,0.013044448459097809,5.6258,1.1623,4.4024,0.0002
4,Obesity,convexCTABGAN,0.31364398399575016,0.07751828712916235,0.341434424821264,0.866680436356319,-1.776744146768562,,0.49794520547945215,0.16784767752825064,0.16683939606987538,0.007601426411967718,5.6118,1.2277,5.0161,0.0015
5,Obesity,TabDDPM,0.4821587378321652,0.0018078079610209913,0.018891198623643073,0.4176098218111517,-10.5391976007095,0.007766116197567543,0.02808219178082183,0.10165564034438512,0.09299466129383632,0.005199780360864173,5.5793,1.6946,1.5024,0.0055
6,T2DM,NextConvGeN,0.6087176626802163,0.03584690713159759,0.10283624296711909,0.5584369150238,-19.067405085258763,0.019881155464532542,0.01608525530705629,0.0,0.0,0.005600995610264867,8.3334,1.8852,8.6279,0.0014
7,T2DM,CTGAN,0.21120504996848533,0.02835726937478558,0.22054246979923278,0.720389362732857,-7.641901515174333,0.04774715242236818,0.35022052390228264,0.10614216351766392,0.11087800116337317,0.0148557271967267,8.4541,1.59,9.7488,0.0008
8,T2DM,convexCTGAN,0.22129471777242676,0.04094713727113358,0.1979096583627526,0.6828635734254221,-9.296584889724084,0.029964987369038458,0.17637711727332706,0.1689457388542376,0.17018775273620834,0.012591050704593836,8.3468,1.8252,8.4652,0.0017
9,T2DM,CTABGAN,6.147313973411635e-38,0.06504226056740542,0.33191784686019904,0.839270120804078,-3.3037746985968233,0.04386301936938783,0.6389140330044303,0.10520880918237585,0.09342161648328086,0.01623223363140888,8.5025,1.3065,7.7395,0.0003
10,T2DM,convexCTABGAN,0.24634654314966034,0.02590447040046835,0.09744612844251235,0.5819048143340705,-7.7167491165013065,0.04166103269251234,0.6399038274906858,0.15875253756456723,0.17104355169996255,0.014528790576431952,8.4156,1.4754,9.7208,0.0008
11,T2DM,TabDDPM,0.33008795880886,0.008091300459972424,0.081955259402675,0.5535322226923162,-8.475855977584569,0.015305996266217288,0.016085454380766473,0.2054115327205108,0.20656933473135441,0.004961836175841404,8.386,1.917,8.2386,0.0016
12,IndianLiverPatients,NextConvGeN,0.6766134143589955,0.0015560741361196131,0.02875093598218084,0.43371994732664804,-8.649693216776026,0.03633169836979146,0.040348101265822556,0.0,0.0,0.023059169935446315,4.2348,2.0165,4.8979,0.0107
13,IndianLiverPatients,CTGAN,0.08960398375770122,0.020270000741830947,0.15531523765932773,0.6853006538984292,-4.771819819617951,0.10173465451285442,0.5125316455696203,0.008542568542568546,0.022087126956827283,0.06440747484281242,4.3278,1.8083,8.8971,0.008
14,IndianLiverPatients,convexCTGAN,0.10463264750226621,0.013083172299615628,0.15875453329839317,0.7180373075200661,-2.3127426063617507,0.11477853804418797,0.3840506329113924,0.0,0.0,0.07538682603738303,4.3042,1.8637,7.4723,0.007
15,IndianLiverPatients,CTABGAN,0.05915453091774899,0.07617530015081785,0.3481370506838405,0.8789729552726856,-2.27494206056976,,0.49743670886075947,0.05853056374064778,0.051516061400046595,0.053843986113223295,4.3331,1.4913,3.4434,0.0029
16,IndianLiverPatients,convexCTABGAN,0.0062077736947157135,0.05365784636861076,0.3403303215454637,0.8837389743570236,-2.4112087653555823,0.09178208215894289,0.5606645569620253,0.1649309111136395,0.16958258210156918,0.05544246098834873,4.4317,1.5361,4.2729,0.0038
17,IndianLiverPatients,TabDDPM,0.5849975363565745,0.00031944447082430695,0.04953685990281759,0.5503522935781626,-8.512662671574102,0.03616863955628406,0.004873417721518947,0.0,0.0,0.03541724732327388,4.1757,2.1362,6.1748,0.0131
18,HeartDisease,NextConvGeN,0.0138262583702068,0.009135013679410811,0.13015757543299486,0.5986405761202861,-2.0652944650216,0.2850605477600585,0.07120708748615723,0.41321369635417504,0.4245541875687537,0.02111813560957758,5.155,1.1942,4.7257,0.0012
19,HeartDisease,CTGAN,0.3201895950686776,0.01065388597743681,0.21352546640686615,0.7148148312120087,-6.2735487386663795,0.11632807640891649,0.5638981173864895,0.206686799790248,0.20837800635513187,0.06292108384525644,5.1982,0.9894,4.9349,0.0009
20,HeartDisease,convexCTGAN,0.010859836503713157,0.04232077478858341,0.2184732765428191,0.7177381934136016,-6.354306044191156,0.08340030283271113,0.6353266888150609,0.005603202321631917,0.02836957271102561,0.07416544318068409,5.1879,1.0421,4.8985,0.0012
21,HeartDisease,CTABGAN,5.826371069687883e-05,0.18147106478822977,0.380460431881343,0.8682556578772204,-1.964753177834645,0.0923865058016925,0.5638981173864895,0.02136056821039095,0.012984592364831515,0.07350276159389678,5.2136,0.9045,3.9762,0.0
22,HeartDisease,convexCTABGAN,0.0002715299971924026,0.21186933821285828,0.3689721141019034,0.8785296742337518,-1.8879062878463835,0.09912378409150782,0.5642303433001108,0.05604697221954205,0.05463891586599792,0.07517337679682531,5.2108,0.9204,3.9093,-0.0001
23,HeartDisease,TabDDPM,0.739098817346087,0.002521227729692004,0.05500502980939258,0.41993391318405493,-21.416413017506358,0.02558908604992124,0.01417497231450715,0.02741264604800922,0.015872002570150923,0.02410337588958744,5.1527,1.2041,4.7724,0.0016
24,PimaIndianDiabetes,NextConvGeN,0.5909883965817507,0.0,0.020539248905806565,0.4545959709686673,-8.949681024969271,0.03605228634365901,0.007442021460712822,0.09361728570760197,0.10011764084689603,0.05092059776612297,4.0155,1.3695,2.2967,0.005
25,PimaIndianDiabetes,CTGAN,0.29079441610439505,0.05136226005414613,0.2093781256031196,0.7434649503035181,-6.900980456173195,0.36352408530792624,0.8510211145725163,0.06167381006090685,0.06342984311745131,0.11635652009887346,4.0851,1.1455,3.4523,0.002
26,PimaIndianDiabetes,convexCTGAN,0.3388415863265702,0.0,0.12325746556183463,0.6610692014291214,-5.676244468621062,0.1741289639677836,0.5121322256836274,0.06293874907600835,0.05638339832909107,0.09507748577670486,4.0628,1.2221,3.9336,0.0027
27,PimaIndianDiabetes,CTABGAN,0.006711516156577675,0.24863071316800311,0.370226760274519,0.8767245132024801,-2.0946442631214657,0.365492113495386,0.832381446867428,0.09033029893244948,0.0938199883329758,0.1076693535374312,4.1088,1.0572,3.0044,0.0003
28,PimaIndianDiabetes,convexCTABGAN,0.002879892042445408,0.0,0.261877531674201,0.7838768244167518,-3.895888480499005,0.37251621791929646,0.8156109380408444,0.04372133718408339,0.05606981348078517,0.10985676914444184,4.0996,1.0923,3.2654,0.0012
29,PimaIndianDiabetes,TabDDPM,0.1561077221974473,0.0,0.18446657329767413,0.6867698781538445,-2.2109021257663497,0.28923766069040713,0.29785392869505,0.022853606515709092,0.03316252981467906,0.07433017091167031,4.0367,1.3058,3.4351,0.0067
