WifeAge,WifeEducation,HusbandEducation,StandardOfLiving,NumberOfChildren,WifeReligion,WifeWorking,MediaExposure,HusbandOccupation,ContraceptiveMethod
48.99998,2.0,4.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0
46.999977,1.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0
46.99999,2.0,1.0,4.0,5.0,0.0,1.0,0.0,2.0,0.0
47.08394,1.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0
48.999992,2.0,4.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0
20.99999,2.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0
21.999989,2.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0
18.999996,3.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0
21.91605,2.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0
20.999996,2.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0
39.999985,1.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,0.0
37.99998,3.0,3.0,1.0,7.0,1.0,1.0,0.0,3.0,0.0
43.99999,1.0,1.0,1.0,11.0,1.0,1.0,1.0,4.0,0.0
38.209858,3.0,3.0,1.0,7.0,1.0,1.0,0.0,3.0,0.0
39.999992,1.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,0.0
24.99999,3.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0
24.999989,2.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0
24.999994,3.0,4.0,4.0,3.0,1.0,1.0,0.0,2.0,2.0
24.999996,2.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0
24.999996,3.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0
27.999989,3.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0
27.999987,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0
27.999992,2.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0
27.91605,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0
27.999994,3.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0
21.99999,3.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0
20.99999,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0
21.999994,3.0,4.0,4.0,2.0,0.0,1.0,0.0,3.0,2.0
21.04197,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0
21.999996,3.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0
27.999989,3.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0
27.999987,3.0,4.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0
27.999992,3.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0
27.999996,3.0,4.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0
27.999994,3.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0
44.99998,1.0,3.0,4.0,10.0,1.0,1.0,0.0,3.0,0.0
46.999977,1.0,4.0,3.0,8.0,1.0,1.0,0.0,3.0,0.0
43.99999,4.0,2.0,3.0,8.0,1.0,1.0,0.0,3.0,0.0
47.041965,1.0,4.0,3.0,8.0,1.0,1.0,0.0,3.0,0.0
44.999992,1.0,3.0,4.0,10.0,1.0,1.0,0.0,3.0,0.0
41.99998,4.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0
43.999977,3.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0
41.99999,4.0,4.0,4.0,5.0,0.0,1.0,0.0,2.0,2.0
43.95802,3.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0
41.999992,4.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0
48.99998,2.0,4.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0
45.999977,2.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0
46.99999,1.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0
46.12591,2.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0
48.999992,2.0,4.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0
29.999987,3.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0
29.999985,2.0,3.0,4.0,5.0,1.0,0.0,0.0,3.0,2.0
29.999992,3.0,3.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0
29.999996,2.0,3.0,4.0,5.0,1.0,0.0,0.0,3.0,2.0
29.999994,3.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0
18.999992,2.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0
16.999992,3.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0
19.999996,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
17.125916,3.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0
18.999996,2.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0
21.99999,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
21.999989,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0
17.999996,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0
21.999996,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0
21.999996,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
43.99998,1.0,4.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0
40.99998,2.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0
46.99999,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0
41.167885,2.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0
43.999992,1.0,4.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0
34.999985,4.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,2.0
34.999985,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0
34.999992,3.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0
34.999992,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0
34.999992,4.0,4.0,4.0,6.0,1.0,1.0,0.0,1.0,2.0
24.99999,2.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0
24.999989,3.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0
24.999994,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0
24.999996,3.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0
24.999996,2.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0
32.999985,4.0,4.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0
32.999985,4.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
31.999992,4.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0
32.999996,4.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
32.999992,4.0,4.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0
25.999989,3.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0
25.999989,2.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0
26.999994,4.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0
25.999996,2.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0
25.999996,3.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0
36.999985,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0
39.99998,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0
38.999992,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0
39.916046,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0
36.999992,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0
30.999987,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
30.999985,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
30.999992,4.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0
30.958023,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
30.999994,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
23.99999,4.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0
23.999989,4.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0
