,Dataset Name,Model,Accuracy,F1_score,RMSE
0,HeartDisease,NextConvGeN,0.5612582781456954,0.555947909863995,0.8488152212586781
1,HeartDisease,CTGAN,0.5264900662251655,0.49705951528224346,1.280017272935268
2,HeartDisease,convexCTGAN,0.478476821192053,0.4666914107202983,1.5914839339029192
3,HeartDisease,CTABGAN,0.46357615894039733,0.4652979978895315,1.1587259954071174
4,HeartDisease,convexCTABGAN,0.3692052980132451,0.31885651708897145,1.1979600533434196
5,HeartDisease,TabDDPM,0.5554635761589404,0.5484222244877643,1.2668453637406771
0,LungCancer,NextConvGeN,0.6404682274247491,0.6391686884867324,
1,LungCancer,CTGAN,0.4910813823857302,0.4819529816709328,
2,LungCancer,convexCTGAN,0.47937569676700115,0.4759441148536406,
3,LungCancer,CTABGAN,0.4782608695652174,0.42475384569765673,
4,LungCancer,convexCTABGAN,0.46544035674470463,0.4487880754792889,
5,LungCancer,TabDDPM,0.6382385730211818,0.6372099649667019,
0,IndianLiverPatients,NextConvGeN,0.36042402826855124,0.36658240183891827,1.3471011882008794
1,IndianLiverPatients,CTGAN,0.38515901060070673,0.3634659129298176,1.3674753757527507
2,IndianLiverPatients,convexCTGAN,0.29328621908127206,0.30344620597136657,1.460522258688816
3,IndianLiverPatients,CTABGAN,0.4169611307420495,0.24539358317985954,1.1649588037906944
4,IndianLiverPatients,convexCTABGAN,0.34275618374558303,0.2977118693158779,1.2189538991612139
5,IndianLiverPatients,TabDDPM,0.4275618374558304,0.4257938595484762,1.4093623524154926
0,T2DM,NextConvGeN,0.6169498222046622,0.6126989065390273,1.2943556556817533
1,T2DM,CTGAN,0.5442018964836034,0.5480618167080054,1.457110182055327
2,T2DM,convexCTGAN,0.5859979116103178,0.5790291036546105,1.3716691896794126
3,T2DM,CTABGAN,0.4358455156064797,0.4705963252598328,1.5914099686027958
4,T2DM,convexCTABGAN,0.5362646046170345,0.5332373052521623,1.4466926296626936
5,T2DM,TabDDPM,0.6314979962747643,0.6285216649976554,1.2486221620978402
0,ContraceptiveMethods,NextConvGeN,0.48349719101123595,0.4856124317817888,
1,ContraceptiveMethods,CTGAN,0.4573384831460674,0.4368158865787553,
2,ContraceptiveMethods,convexCTGAN,0.4324087078651685,0.4383681136502132,
3,ContraceptiveMethods,CTABGAN,0.38957162921348315,0.37219842009791626,
4,ContraceptiveMethods,convexCTABGAN,0.4041432584269663,0.40325083232005776,
5,ContraceptiveMethods,TabDDPM,0.49525983146067415,0.4882988689308509,
0,StudentsMentalHealth,NextConvGeN,0.6533333333333334,0.6465622536198716,1.2067522684220546
1,StudentsMentalHealth,CTGAN,0.5066666666666667,0.5020667000696396,1.1098170194848036
2,StudentsMentalHealth,convexCTGAN,0.48333333333333334,0.47549793886010444,1.1165928018533369
