,Dataset Name,Model,Accuracy,F1_score,RMSE
0,ContraceptiveMethods,NextConvGeN,0.456811797752809,0.4602696484391032,
1,ContraceptiveMethods,CTGAN,0.47419241573033705,0.44536351667545077,
2,ContraceptiveMethods,CTABGAN,0.3442766853932584,0.33230302880491,
3,ContraceptiveMethods,TabDDPM,0.4775280898876405,0.4730954636799544,
4,ContraceptiveMethods,CART,0.5049157303370786,0.47075584046687946,
5,ContraceptiveMethods,DataSynth,0.3123244382022472,0.3406808010668825,
6,ContraceptiveMethods,GReaT,0.5091292134831461,0.45189355502812845,
0,HeartDisease,NextConvGeN,0.6183774834437086,0.6127231475659961,0.8568103584849871
1,HeartDisease,CTGAN,0.554635761589404,0.5312503707135808,1.3914764281735106
2,HeartDisease,CTABGAN,0.41721854304635764,0.4215211956602758,1.2931753977480365
3,HeartDisease,TabDDPM,0.6051324503311258,0.6042183808028521,1.3268164050958335
4,HeartDisease,CART,0.5745033112582781,0.5512574348244392,1.129490655192503
5,HeartDisease,DataSynth,0.3302980132450331,0.3630326600764441,1.9830869970414042
6,HeartDisease,GReaT,0.5422185430463576,0.5024095487001871,1.1936399712386876
0,HeartFailure,NextConvGeN,0.5549999999999999,0.5544535080191186,1.064943271678631
1,HeartFailure,CTGAN,0.54,0.5438396947229098,1.4640618066911955
2,HeartFailure,CTABGAN,0.5666666666666667,0.5297839292630692,1.3393290856169466
3,HeartFailure,TabDDPM,0.58,0.5762487408209775,1.3920766754157154
4,HeartFailure,CART,0.5333333333333333,0.5331604930446617,1.4723694021225617
5,HeartFailure,DataSynth,0.5133333333333333,0.515048900816398,1.705725327231469
6,HeartFailure,GReaT,0.5466666666666666,0.5322343682058563,1.1885494150219436
0,IndianLiverPatients,NextConvGeN,0.6219081272084805,0.6242974096089504,1.2639525469890023
1,IndianLiverPatients,CTGAN,0.7314487632508834,0.6567518853989278,1.2381144091820933
2,IndianLiverPatients,CTABGAN,0.5865724381625441,0.6102082996009258,1.3662494110310974
3,IndianLiverPatients,TabDDPM,0.6607773851590106,0.6345629067635672,1.4066965770046553
4,IndianLiverPatients,CART,0.657243816254417,0.6371037474159593,1.1653459036364664
5,IndianLiverPatients,DataSynth,0.6289752650176679,0.6097174931311565,1.6151808622477395
6,IndianLiverPatients,GReaT,0.6996466431095406,0.6449415943532117,1.2712125870934279
0,LiverCirrhosis,NextConvGeN,0.6403508771929824,0.6373652086869764,1.0810518461629015
1,LiverCirrhosis,CTGAN,0.5239234449760765,0.5454828321383093,1.4369652623436941
2,LiverCirrhosis,CTABGAN,0.4481658692185007,0.47402865266930155,1.4725815750990843
3,LiverCirrhosis,TabDDPM,0.5215311004784688,0.5295091753712661,1.2151618179892274
4,LiverCirrhosis,CART,0.6004784688995215,0.5953183248731649,1.4230160801264025
5,LiverCirrhosis,DataSynth,0.5127591706539075,0.4718237447738867,1.588184249320466
6,LiverCirrhosis,GReaT,,,1.3374589057594002
0,LungCancer,NextConvGeN,0.5994005994005994,0.5983132516517501,
1,LungCancer,CTGAN,0.5144855144855145,0.510294319218269,
2,LungCancer,CTABGAN,0.4975024975024975,0.46496805750797093,
3,LungCancer,TabDDPM,0.6103896103896106,0.6091050543247506,
4,LungCancer,CART,0.5844155844155844,0.5855876108106924,
5,LungCancer,DataSynth,0.521978021978022,0.5158694460191224,
6,LungCancer,GReaT,0.5184815184815185,0.5168416353921322,
0,Migraine,NextConvGeN,0.7867021276595746,0.7823636390492362,
1,Migraine,CTGAN,0.7686170212765957,0.7534581823166412,
2,Migraine,CTABGAN,0.5050531914893617,0.5105783803757097,
3,Migraine,TabDDPM,0.8007978723404255,0.7946024827686711,
4,Migraine,CART,0.8013297872340426,0.7799323707583329,
5,Migraine,DataSynth,0.5409574468085105,0.5938471708874261,
6,Migraine,GReaT,0.8042553191489361,0.7661373729972404,
0,Obesity,NextConvGeN,0.828028293545535,0.8276376925228717,
1,Obesity,CTGAN,0.5734600648393753,0.5778122067660367,
2,Obesity,CTABGAN,0.33517536103743,0.3941642729537509,
3,Obesity,TabDDPM,0.8426908340701443,0.8421737781213997,
4,Obesity,CART,0.7511052166224581,0.7503033289826365,
5,Obesity,DataSynth,0.3563218390804597,0.3601081056854231,
6,Obesity,GReaT,0.6091954022988506,0.6082508829801454,
0,PimaIndianDiabetes,NextConvGeN,0.7083333333333334,0.7071940104166666,1.2814656219687541
1,PimaIndianDiabetes,CTGAN,0.6119791666666666,0.5956092859798979,1.436171225594816
2,PimaIndianDiabetes,CTABGAN,0.6015625,0.5693758234519104,1.4095070614639518
3,PimaIndianDiabetes,TabDDPM,0.5208333333333334,0.5328758818342152,1.0173144407397692
4,PimaIndianDiabetes,CART,0.6223958333333334,0.6234278727302388,1.3973652519396833
5,PimaIndianDiabetes,DataSynth,0.359375,0.37451867638580016,1.652659211717873
6,PimaIndianDiabetes,GReaT,0.5364583333333334,0.5403884054737469,1.436086481454263
0,Stroke,NextConvGeN,0.7350448247758761,0.7327254839557521,1.2963138184308465
1,Stroke,CTGAN,0.6888345558272209,0.6902245896985753,1.4682547075600154
2,Stroke,CTABGAN,0.5257538712306438,0.5712054627948802,1.4362587844455792
3,Stroke,TabDDPM,0.7682966585167075,0.7690708348751788,1.2666271113806662
4,Stroke,CART,0.725916870415648,0.7267947555327586,1.3559891428613686
5,Stroke,DataSynth,0.45126324368378157,0.5125463980081988,1.5805611298478004
6,Stroke,GReaT,0.7399348003259985,0.736143173209054,1.3479768343774061
