,Dataset Name,Model,Accuracy,F1_score,RMSE
0,HeartDisease,NextConvGeN,0.5653973509933774,0.5659689611351606,0.8567226475387464
1,HeartDisease,CTGAN,0.5041390728476821,0.47138269901822455,1.334425992488396
2,HeartDisease,convexCTGAN,0.49751655629139074,0.4854758683999229,1.7572360582448083
3,HeartDisease,CTABGAN,0.4329470198675497,0.415023272492976,1.202942357788854
4,HeartDisease,convexCTABGAN,0.37003311258278143,0.36730466501277204,1.18317541495657
5,HeartDisease,TabDDPM,0.5513245033112584,0.5457444560170216,1.2824071118665674
0,LungCancer,NextConvGeN,0.6309921962095875,0.6259730154884886,
1,LungCancer,CTGAN,0.516722408026756,0.5051185163881853,
2,LungCancer,convexCTGAN,0.5016722408026756,0.49036606383516285,
3,LungCancer,CTABGAN,0.49999999999999994,0.4810810776430753,
4,LungCancer,convexCTABGAN,0.4827201783723523,0.47019701240645023,
5,LungCancer,TabDDPM,0.6555183946488294,0.6512024795494645,
0,IndianLiverPatients,NextConvGeN,0.3957597173144876,0.3771461351637583,1.2741333277854499
1,IndianLiverPatients,CTGAN,0.3710247349823322,0.31825695830908474,1.3432359240258753
2,IndianLiverPatients,convexCTGAN,0.2862190812720848,0.30335097167155417,1.4321862841800599
3,IndianLiverPatients,CTABGAN,0.392226148409894,0.2508833922261484,1.2327328498942434
4,IndianLiverPatients,convexCTABGAN,0.37809187279151946,0.2897867075298015,1.1830668309552035
5,IndianLiverPatients,TabDDPM,0.3462897526501767,0.3560457751687778,1.2359510128719002
0,T2DM,NextConvGeN,0.614861432522436,0.6100163067706078,1.287856549043736
1,T2DM,CTGAN,0.5536490376474573,0.5516167811423361,1.4387086898848453
2,T2DM,convexCTGAN,0.5791824236608907,0.5766531014646576,1.3109018100186514
3,T2DM,CTABGAN,0.42219337359598125,0.46124487284256127,1.5354309522698784
4,T2DM,convexCTABGAN,0.5305920866963934,0.5268450427531817,1.3528945430045045
5,T2DM,TabDDPM,0.6411144663317716,0.6382908585859298,1.2594131354085665
0,ContraceptiveMethods,NextConvGeN,0.4950842696629213,0.49024542916958513,
1,ContraceptiveMethods,CTGAN,0.45786516853932585,0.43290973447399317,
2,ContraceptiveMethods,convexCTGAN,0.4406601123595506,0.4411083498686287,
3,ContraceptiveMethods,CTABGAN,0.3648174157303371,0.34547857024989714,
4,ContraceptiveMethods,convexCTABGAN,0.39290730337078655,0.3828667433634473,
5,ContraceptiveMethods,TabDDPM,0.4906952247191011,0.4866870658975495,
0,StudentsMentalHealth,NextConvGeN,0.6900000000000001,0.6823003988231497,1.3115394094793054
1,StudentsMentalHealth,CTGAN,0.5366666666666667,0.5102301082402401,1.3660010468579262
2,StudentsMentalHealth,convexCTGAN,0.5000000000000001,0.48184674965173363,1.2724788778295235
3,StudentsMentalHealth,CTABGAN,0.5,0.522743694816328,1.3830337949526113
4,StudentsMentalHealth,convexCTABGAN,0.4166666666666667,0.4283562406653368,1.287768314662226
5,StudentsMentalHealth,TabDDPM,0.69,0.6715276063573935,1.1085639348609595
0,Migraine,NextConvGeN,0.7933510638297873,0.7853667900937771,
1,Migraine,CTGAN,0.7417553191489363,0.7370765630339854,
2,Migraine,convexCTGAN,0.7218085106382979,0.7307828083663236,
3,Migraine,CTABGAN,0.522872340425532,0.5683797721597221,
4,Migraine,convexCTABGAN,0.550531914893617,0.5821533208502877,
5,Migraine,TabDDPM,0.8162234042553191,0.81021586114081,
0,Stroke,NextConvGeN,0.6211083944580277,0.6199984340719347,1.3188873650821868
1,Stroke,CTGAN,0.5248573757131214,0.5440236248493836,1.6058048611371407
2,Stroke,convexCTGAN,0.5698451507742461,0.5756682754056808,1.3153244274667164
3,Stroke,CTABGAN,0.3558272208638957,0.41046353840833855,1.3500488065141536
4,Stroke,convexCTABGAN,0.49266503667481665,0.5062347738965094,1.4656920653448535
5,Stroke,TabDDPM,0.6615321923390384,0.6634793797924889,1.2387381115565865
0,PimaIndianDiabetes,NextConvGeN,0.5677083333333334,0.5700035141686604,1.2382272805549808
1,PimaIndianDiabetes,CTGAN,0.15625,0.15974477027506206,1.3965466792187566
2,PimaIndianDiabetes,convexCTGAN,0.125,0.13263040353733754,1.438600504988096
3,PimaIndianDiabetes,CTABGAN,0.1640625,0.13899225199401763,1.3206684453481805
4,PimaIndianDiabetes,convexCTABGAN,0.24739583333333334,0.22804752501359493,1.3522524072331705
5,PimaIndianDiabetes,TabDDPM,0.5364583333333334,0.535945089932409,1.2437405375633377
0,Obesity,NextConvGeN,0.82412319481285,0.8229366408003496,
1,Obesity,CTGAN,0.5766283524904215,0.5917610063082521,
2,Obesity,convexCTGAN,0.6500147362216329,0.6601460920335309,
3,Obesity,CTABGAN,0.3490274093722369,0.40457164114393246,
4,Obesity,convexCTABGAN,0.4407603890362512,0.49630874426518656,
5,Obesity,TabDDPM,0.8435013262599469,0.8428531151544711,
0,LiverCirrhosis,NextConvGeN,0.6084529505582138,0.6004840419032025,1.0710899617070426
1,LiverCirrhosis,CTGAN,0.5574162679425837,0.5593106377981986,1.4244217926906555
2,LiverCirrhosis,convexCTGAN,0.5598086124401914,0.5614152229908972,1.5604391895233978
3,LiverCirrhosis,CTABGAN,0.33971291866028713,0.3787812221930887,1.4094972772860621
4,LiverCirrhosis,convexCTABGAN,0.29106858054226475,0.2939212903389433,1.5074020235957548
5,LiverCirrhosis,TabDDPM,0.6578947368421053,0.5991918481481281,1.7309021368881203
0,HeartFailure,NextConvGeN,0.5533333333333332,0.5499222907483647,1.1790043854014405
1,HeartFailure,CTGAN,0.5333333333333333,0.5308596236894576,1.4163680485154007
2,HeartFailure,convexCTGAN,0.525,0.5133170748581708,1.4738835647445911
3,HeartFailure,CTABGAN,0.5616666666666666,0.5420939571455513,1.1804403391276959
4,HeartFailure,convexCTABGAN,0.5616666666666666,0.5400273990052393,1.170994098151746
5,HeartFailure,TabDDPM,0.51,0.45659970179358744,1.6085713813576854
