WifeAge,WifeEducation,HusbandEducation,StandardOfLiving,NumberOfChildren,WifeReligion,WifeWorking,MediaExposure,HusbandOccupation,ContraceptiveMethod
28.999989,4.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0
28.99998,4.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0
28.999994,4.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0
28.999994,4.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0
28.99998,4.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0
28.999989,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0
28.99998,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0
28.999994,2.0,4.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0
28.999994,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0
28.99998,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0
27.999989,4.0,4.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0
27.99998,4.0,4.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0
27.999994,3.0,4.0,4.0,5.0,1.0,1.0,0.0,2.0,2.0
27.999994,2.0,3.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0
27.99998,3.0,3.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0
32.99999,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0
32.999977,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0
32.999992,4.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0
32.999992,2.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0
32.999977,3.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0
21.999992,4.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
21.999985,4.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
21.999996,4.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0
21.999996,4.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0
21.999985,4.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0
24.050814,3.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0
24.452353,3.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0
24.999996,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0
22.613894,3.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0
24.999983,2.0,1.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0
23.999992,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0
23.999985,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0
23.999996,2.0,4.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0
23.999994,3.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0
23.999983,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0
29.999989,3.0,4.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0
29.999979,3.0,4.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0
